기간,자치구,종류별,합계,합계,직장(근로자),직장(근로자),공무원·교직원,공무원·교직원,지역,지역
기간,자치구,종류별,건수,금액,건수,금액,건수,금액,건수,금액
2017,성북구,소계,"11,604,030","412,432,540","7,575,687","252,049,680","740,060","26,761,978","3,288,283","133,620,883"
2017,성북구,입원,"100,687","148,832,133","60,121","85,743,268","6,989","10,043,124","33,577","53,045,740"
2017,성북구,외래,"7,413,376","169,594,538","4,826,238","107,296,956","479,221","10,932,985","2,107,917","51,364,597"
2017,성북구,약국,"4,089,967","94,005,870","2,689,328","59,009,456","253,850","5,785,869","1,146,789","29,210,546"
2017,강북구,소계,"8,988,719","323,539,249","5,726,707","196,473,050","402,209","15,187,363","2,859,803","111,878,836"
2017,강북구,입원,"81,965","117,987,531","48,160","68,397,828","3,768","5,805,343","30,037","43,784,360"
2017,강북구,외래,"5,728,992","131,925,835","3,644,910","82,231,241","261,858","6,066,292","1,822,224","43,628,302"
2017,강북구,약국,"3,177,762","73,625,883","2,033,637","45,843,981","136,583","3,315,728","1,007,542","24,466,174"
2017,도봉구,소계,"9,290,637","330,769,276","6,119,738","210,586,332","599,334","20,845,503","2,571,565","99,337,441"
2017,도봉구,입원,"80,393","116,217,870","49,479","71,799,911","5,218","7,396,688","25,696","37,021,271"
2017,도봉구,외래,"5,928,153","137,503,846","3,895,940","89,241,320","388,664","8,634,237","1,643,549","39,628,290"
2017,도봉구,약국,"3,282,091","77,047,560","2,174,319","49,545,101","205,452","4,814,578","902,320","22,687,881"
2017,노원구,소계,"14,162,819","483,764,381","9,448,668","308,321,605","1,374,928","45,248,575","3,339,223","130,194,201"
2017,노원구,입원,"114,113","162,845,819","70,848","99,348,008","11,514","15,516,103","31,751","47,981,708"
2017,노원구,외래,"9,025,925","209,588,225","6,000,920","136,721,979","883,249","20,011,490","2,141,756","52,854,755"
2017,노원구,약국,"5,022,781","111,330,338","3,376,900","72,251,618","480,165","9,720,982","1,165,716","29,357,738"
2017,은평구,소계,"13,207,334","460,946,129","8,800,054","292,899,814","783,664","27,345,247","3,623,616","140,701,069"
2017,은평구,입원,"104,483","159,905,307","65,020","98,035,608","6,672","10,125,258","32,791","51,744,441"
2017,은평구,외래,"8,467,025","197,033,573","5,624,960","127,856,410","511,487","11,403,383","2,330,578","57,773,780"
2017,은평구,약국,"4,635,826","104,007,250","3,110,074","67,007,797","265,505","5,816,606","1,260,247","31,182,847"
2017,서대문구,소계,"8,309,145","308,470,564","5,519,676","193,882,109","556,642","20,424,651","2,232,827","94,163,805"
2017,서대문구,입원,"69,206","109,664,216","42,145","65,535,417","4,924","7,470,165","22,137","36,658,634"
2017,서대문구,외래,"5,350,027","130,837,195","3,542,721","84,646,892","363,170","8,586,552","1,444,136","37,603,751"
2017,서대문구,약국,"2,889,912","67,969,153","1,934,810","43,699,800","188,548","4,367,933","766,554","19,901,420"
2017,마포구,소계,"9,443,319","334,528,403","6,466,792","215,578,139","572,988","20,524,910","2,403,539","98,425,355"
2017,마포구,입원,"73,019","115,907,396","46,030","71,891,690","4,691","7,195,483","22,298","36,820,222"
2017,마포구,외래,"6,105,930","146,759,610","4,163,983","96,591,186","374,340","9,191,616","1,567,607","40,976,808"
2017,마포구,약국,"3,264,370","71,861,398","2,256,779","47,095,263","193,957","4,137,811","813,634","20,628,325"
2017,양천구,소계,"12,092,465","412,125,508","8,401,736","272,130,420","865,367","28,484,775","2,825,362","111,510,313"
2017,양천구,입원,"96,450","144,376,598","62,114","90,733,668","7,260","10,195,869","27,076","43,447,061"
2017,양천구,외래,"7,760,497","178,353,509","5,376,443","121,243,412","563,823","12,350,952","1,820,231","44,759,146"
2017,양천구,약국,"4,235,518","89,395,401","2,963,179","60,153,341","294,284","5,937,955","978,055","23,304,105"
2017,강서구,소계,"15,651,889","541,727,031","11,004,611","359,846,523","827,286","28,997,184","3,819,992","152,883,324"
2017,강서구,입원,"131,553","192,279,460","85,466","121,568,250","7,624","10,637,667","38,463","60,073,543"
2017,강서구,외래,"9,964,106","234,517,319","6,980,675","160,330,741","534,089","12,368,651","2,449,342","61,817,928"
2017,강서구,약국,"5,556,230","114,930,253","3,938,470","77,947,533","285,573","5,990,866","1,332,187","30,991,854"
2017,구로구,소계,"11,519,719","409,209,015","7,785,578","262,080,517","588,271","21,896,262","3,145,870","125,232,235"
2017,구로구,입원,"102,222","149,309,538","63,829","91,346,195","5,787","8,637,914","32,606","49,325,429"
2017,구로구,외래,"7,296,248","169,603,872","4,916,790","111,873,569","379,130","8,769,107","2,000,328","48,961,196"
2017,구로구,약국,"4,121,249","90,295,605","2,804,959","58,860,753","203,354","4,489,241","1,112,936","26,945,611"
2017,금천구,소계,"6,603,373","240,704,564","4,294,068","147,184,740","269,818","10,245,168","2,039,487","83,274,656"
2017,금천구,입원,"64,241","89,116,831","38,224","50,732,871","2,873","4,172,832","23,144","34,211,128"
2017,금천구,외래,"4,182,937","99,194,057","2,718,376","63,601,420","173,783","4,006,774","1,290,778","31,585,864"
2017,금천구,약국,"2,356,195","52,393,676","1,537,468","32,850,449","93,162","2,065,563","725,565","17,477,665"
2017,영등포구,소계,"9,995,428","375,466,463","6,580,787","231,104,600","594,079","21,340,865","2,820,562","123,020,998"
2017,영등포구,입원,"98,258","141,742,253","58,182","81,934,567","6,002","8,225,276","34,074","51,582,411"
2017,영등포구,외래,"6,398,916","154,001,613","4,202,421","99,075,851","385,217","8,909,278","1,811,278","46,016,484"
2017,영등포구,약국,"3,498,254","79,722,598","2,320,184","50,094,183","202,860","4,206,311","975,210","25,422,103"
2017,동작구,소계,"10,276,976","367,334,848","6,970,346","234,302,092","733,797","27,183,822","2,572,833","105,848,935"
2017,동작구,입원,"92,716","131,781,091","57,929","79,329,450","7,074","10,877,683","27,713","41,573,958"
2017,동작구,외래,"6,702,560","156,941,701","4,529,077","103,548,432","483,563","11,066,323","1,689,920","42,326,947"
2017,동작구,약국,"3,481,700","78,612,056","2,383,340","51,424,210","243,160","5,239,816","855,200","21,948,030"
2017,관악구,소계,"12,767,621","455,713,063","8,406,220","283,253,173","749,022","27,072,455","3,612,379","145,387,435"
2017,관악구,입원,"118,584","163,015,841","71,982","95,809,606","7,106","10,132,897","39,496","57,073,338"
2017,관악구,외래,"8,263,544","197,140,442","5,424,604","126,564,586","492,871","11,583,677","2,346,069","58,992,179"
2017,관악구,약국,"4,385,493","95,556,780","2,909,634","60,878,981","249,045","5,355,881","1,226,814","29,321,918"
2017,서초구,소계,"10,478,342","367,311,911","7,352,510","241,132,348","862,740","30,043,560","2,263,092","96,136,003"
2017,서초구,입원,"85,910","124,318,733","55,631","76,587,371","7,341","10,675,660","22,938","37,055,702"
2017,서초구,외래,"6,884,836","165,093,893","4,805,610","112,216,377","570,184","13,404,601","1,509,042","39,472,915"
2017,서초구,약국,"3,507,596","77,899,285","2,491,269","52,328,600","285,215","5,963,299","731,112","19,607,386"
2017,강남구,소계,"12,771,890","440,908,759","8,753,807","282,493,732","1,012,398","33,180,398","3,005,685","125,234,629"
2017,강남구,입원,"99,453","143,809,039","61,836","85,855,202","7,956","10,845,530","29,661","47,108,307"
2017,강남구,외래,"8,393,624","201,676,111","5,723,392","134,268,469","670,777","15,306,292","1,999,455","52,101,350"
2017,강남구,약국,"4,278,813","95,423,609","2,968,579","62,370,061","333,665","7,028,576","976,569","26,024,972"
2017,송파구,소계,"16,676,677","553,415,561","11,622,492","365,110,000","1,225,175","40,501,552","3,829,010","147,804,008"
2017,송파구,입원,"128,872","178,746,726","83,002","112,058,051","10,546","13,873,097","35,324","52,815,577"
2017,송파구,외래,"10,802,815","253,718,299","7,492,290","171,721,485","802,306","18,318,009","2,508,219","63,678,805"
2017,송파구,약국,"5,744,990","120,950,536","4,047,200","81,330,464","412,323","8,310,445","1,285,467","31,309,627"
2017,강동구,소계,"11,292,479","403,574,173","7,601,568","255,910,453","766,553","27,350,338","2,924,358","120,313,383"
2017,강동구,입원,"101,614","143,230,191","63,789","86,790,776","7,142","10,228,516","30,683","46,210,900"
2017,강동구,외래,"7,345,728","176,063,136","4,924,094","114,319,781","506,725","11,827,136","1,914,909","49,916,219"
2017,강동구,약국,"3,845,137","84,280,845","2,613,685","54,799,896","252,686","5,294,686","978,766","24,186,263"
2018,합계,합계,"258,121,318","10,260,169,693","173,436,459","6,492,813,331","16,024,994","631,385,693","68,659,865","3,135,970,669"
2018,합계,입원,"2,364,337","3,781,175,809","1,459,388","2,273,865,690","152,655","239,807,635","752,294","1,267,502,484"
2018,합계,외래,"166,529,303","4,370,838,578","111,550,264","2,857,830,438","10,489,208","269,761,975","44,489,831","1,243,246,165"
2018,합계,약국,"89,227,678","2,108,155,306","60,426,807","1,361,117,202","5,383,131","121,816,083","23,417,740","625,222,021"
2018,종로구,소계,"3,794,870","168,151,514","2,308,947","94,735,069","271,778","10,708,167","1,214,145","62,708,277"
2018,종로구,입원,"38,253","67,030,259","20,925","35,188,109","2,568","3,987,613","14,760","27,854,536"
2018,종로구,외래,"2,484,983","67,305,219","1,508,409","39,754,731","178,719","4,612,434","797,855","22,938,055"
2018,종로구,약국,"1,271,634","33,816,036","779,613","19,792,229","90,491","2,108,120","401,530","11,915,686"
2018,중구,소계,"3,440,049","149,629,300","2,158,225","86,647,598","149,605","6,696,909","1,132,219","56,284,794"
2018,중구,입원,"35,096","58,529,109","19,752","31,895,135","1,791","2,914,949","13,553","23,719,025"
2018,중구,외래,"2,241,109","61,537,849","1,403,463","37,127,478","98,795","2,576,901","738,851","21,833,470"
2018,중구,약국,"1,163,844","29,562,343","735,010","17,624,985","49,019","1,205,059","379,815","10,732,299"
2018,용산구,소계,"5,575,582","243,129,676","3,584,043","144,177,016","369,123","15,437,881","1,622,416","83,514,779"
2018,용산구,입원,"56,543","94,837,464","33,388","52,080,974","3,828","6,169,769","19,327","36,586,721"
2018,용산구,외래,"3,644,067","100,090,815","2,333,900","62,502,137","246,000","6,398,620","1,064,167","31,190,058"
2018,용산구,약국,"1,874,972","48,201,396","1,216,755","29,593,904","119,295","2,869,492","538,922","15,738,000"
2018,성동구,소계,"8,365,466","334,452,253","5,679,976","213,835,353","438,701","17,857,660","2,246,789","102,759,240"
2018,성동구,입원,"79,762","126,785,128","50,464","77,082,542","4,234","7,139,849","25,064","42,562,737"
2018,성동구,외래,"5,384,686","139,939,467","3,644,075","92,854,039","287,201","7,340,481","1,453,410","39,744,947"
2018,성동구,약국,"2,901,018","67,727,658","1,985,437","43,898,772","147,266","3,377,330","768,315","20,451,556"
2018,광진구,소계,"9,380,200","363,029,188","6,241,440","226,983,891","492,796","18,854,703","2,645,964","117,190,594"
2018,광진구,입원,"78,884","131,303,573","47,960","77,259,368","4,631","6,984,500","26,293","47,059,705"
2018,광진구,외래,"6,023,148","157,648,802","3,996,911","102,520,851","321,190","8,250,882","1,705,047","46,877,069"
2018,광진구,약국,"3,278,168","74,076,813","2,196,569","47,203,672","166,975","3,619,321","914,624","23,253,820"
2018,동대문구,소계,"9,355,875","388,265,583","6,048,260","236,643,399","493,904","21,295,603","2,813,711","130,326,580"
2018,동대문구,입원,"93,469","152,852,694","55,477","89,242,499","5,461","8,912,027","32,531","54,698,168"
2018,동대문구,외래,"6,012,252","155,613,140","3,877,032","98,088,561","323,303","8,350,880","1,811,917","49,173,699"
2018,동대문구,약국,"3,250,154","79,799,749","2,115,751","49,312,339","165,140","4,032,696","969,263","26,454,713"
2018,중랑구,소계,"11,342,434","456,566,844","7,348,836","279,537,789","515,423","21,751,912","3,478,175","155,277,143"
2018,중랑구,입원,"110,097","177,215,512","65,908","103,191,213","5,426","8,983,720","38,763","65,040,579"
2018,중랑구,외래,"7,211,627","185,580,413","4,662,522","117,545,993","332,249","8,533,389","2,216,856","59,501,031"
2018,중랑구,약국,"4,020,710","93,770,920","2,620,406","58,800,582","177,748","4,234,804","1,222,556","30,735,534"
2018,성북구,소계,"11,619,772","464,119,503","7,618,571","286,279,586","728,167","29,644,838","3,273,034","148,195,079"
2018,성북구,입원,"110,288","173,928,179","67,065","101,711,732","7,647","11,727,797","35,576","60,488,650"
2018,성북구,외래,"7,445,444","191,282,412","4,868,108","121,952,038","473,050","12,083,322","2,104,286","57,247,052"
2018,성북구,약국,"4,064,040","98,908,911","2,683,398","62,615,816","247,470","5,833,719","1,133,172","30,459,376"
2018,강북구,소계,"8,992,785","363,645,131","5,744,492","220,700,570","393,008","16,527,849","2,855,285","126,416,712"
2018,강북구,입원,"89,632","138,703,476","52,173","80,848,964","4,238","6,723,921","33,221","51,130,590"
2018,강북구,외래,"5,758,585","147,548,138","3,673,711","91,716,202","256,034","6,433,769","1,828,840","49,398,168"
2018,강북구,약국,"3,144,568","77,393,518","2,018,608","48,135,405","132,736","3,370,159","993,224","25,887,954"
2018,도봉구,소계,"9,301,684","372,199,421","6,138,896","236,164,237","582,922","23,406,195","2,579,866","112,628,990"
2018,도봉구,입원,"86,362","137,072,259","53,221","83,814,898","5,605","9,012,507","27,536","44,244,854"
2018,도봉구,외래,"5,946,027","153,420,377","3,915,240","99,675,273","378,141","9,492,503","1,652,646","44,252,602"
2018,도봉구,약국,"3,269,295","81,706,785","2,170,435","52,674,066","199,176","4,901,185","899,684","24,131,534"
2018,노원구,소계,"14,154,465","546,714,852","9,472,662","349,062,401","1,339,380","50,617,687","3,342,423","147,034,765"
2018,노원구,입원,"121,936","195,621,181","75,405","119,831,297","12,047","19,099,598","34,484","56,690,286"
2018,노원구,외래,"9,045,874","232,875,335","6,037,479","152,281,975","860,665","21,519,345","2,147,730","59,074,015"
2018,노원구,약국,"4,986,655","118,218,336","3,359,778","76,949,128","466,668","9,998,744","1,160,209","31,270,464"
2018,은평구,소계,"13,333,107","520,511,324","8,924,301","331,110,823","770,803","29,402,332","3,638,003","159,998,169"
2018,은평구,입원,"111,633","185,247,943","69,301","113,125,800","6,773","10,592,970","35,559","61,529,174"
2018,은평구,외래,"8,582,151","224,123,874","5,729,585","146,160,315","505,221","12,858,776","2,347,345","65,104,784"
2018,은평구,약국,"4,639,323","111,139,507","3,125,415","71,824,708","258,809","5,950,587","1,255,099","33,364,212"
2018,서대문구,소계,"8,331,939","346,584,239","5,588,415","219,767,660","544,295","22,275,108","2,199,229","104,541,471"
2018,서대문구,입원,"74,368","128,104,167","45,586","77,521,572","5,128","8,294,575","23,654","42,288,020"
2018,서대문구,외래,"5,374,438","146,056,171","3,592,826","95,538,931","357,351","9,483,598","1,424,261","41,033,641"
2018,서대문구,약국,"2,883,133","72,423,901","1,950,003","46,707,158","181,816","4,496,934","751,314","21,219,809"
2018,마포구,소계,"9,602,698","375,762,377","6,623,107","243,337,197","582,139","23,650,228","2,397,452","108,774,951"
2018,마포구,입원,"78,752","133,450,964","49,884","83,410,030","5,117","8,567,208","23,751","41,473,726"
2018,마포구,외래,"6,211,969","165,816,523","4,265,711","109,791,920","381,479","10,685,890","1,564,779","45,338,712"
2018,마포구,약국,"3,311,977","76,494,890","2,307,512","50,135,247","195,543","4,397,130","808,922","21,962,513"
2018,양천구,소계,"12,172,388","462,707,420","8,479,108","304,797,362","855,746","32,158,904","2,837,534","125,751,154"
2018,양천구,입원,"104,123","168,596,159","66,582","105,908,551","7,700","12,271,664","29,841","50,415,944"
2018,양천구,외래,"7,837,567","198,606,139","5,445,276","134,795,642","557,980","13,705,268","1,834,311","50,105,229"
2018,양천구,약국,"4,230,698","95,505,122","2,967,250","64,093,169","290,066","6,181,972","973,382","25,229,981"
2018,강서구,소계,"15,824,468","615,360,207","11,196,002","409,944,302","813,251","32,316,036","3,815,215","173,099,869"
2018,강서구,입원,"141,296","224,032,689","92,315","141,984,303","7,766","12,404,440","41,215","69,643,946"
2018,강서구,외래,"10,097,482","267,713,488","7,118,202","183,769,342","526,398","13,680,719","2,452,882","70,263,428"
2018,강서구,약국,"5,585,690","123,614,031","3,985,485","84,190,657","279,087","6,230,878","1,321,118","33,192,496"
2018,구로구,소계,"11,718,483","469,563,940","7,913,360","299,560,059","585,829","24,590,124","3,219,294","145,413,757"
2018,구로구,입원,"115,237","180,555,174","71,491","109,578,659","6,213","9,913,374","37,533","61,063,140"
2018,구로구,외래,"7,455,827","192,600,732","5,026,723","127,459,147","379,414","9,987,785","2,049,690","55,153,800"
2018,구로구,약국,"4,147,419","96,408,035","2,815,146","62,522,253","200,202","4,688,965","1,132,071","29,196,817"
2018,금천구,소계,"6,698,749","273,355,884","4,347,000","167,580,246","263,559","11,013,366","2,088,190","94,762,272"
2018,금천구,입원,"69,390","105,387,493","41,262","61,225,331","2,798","4,309,528","25,330","39,852,634"
2018,금천구,외래,"4,250,879","111,582,682","2,756,993","71,152,924","170,834","4,506,746","1,323,052","35,923,012"
2018,금천구,약국,"2,378,480","56,385,709","1,548,745","35,201,992","89,927","2,197,092","739,808","18,986,626"
2018,영등포구,소계,"10,193,894","424,978,010","6,724,553","259,777,639","598,654","23,899,251","2,870,687","141,301,119"
2018,영등포구,입원,"105,158","163,699,563","62,565","93,590,346","6,189","9,148,967","36,404","60,960,250"
2018,영등포구,외래,"6,541,074","175,773,984","4,304,336","112,560,388","388,449","10,264,866","1,848,289","52,948,731"
2018,영등포구,약국,"3,547,662","85,504,463","2,357,652","53,626,905","204,016","4,485,419","985,994","27,392,139"
2018,동작구,소계,"10,355,669","416,880,061","7,041,584","267,908,335","723,551","29,372,487","2,590,534","119,599,239"
2018,동작구,입원,"98,918","155,131,472","62,353","95,588,491","7,310","11,429,983","29,255","48,112,998"
2018,동작구,외래,"6,750,554","177,738,743","4,571,122","117,312,945","478,063","12,627,276","1,701,369","47,798,522"
2018,동작구,약국,"3,506,197","84,009,846","2,408,109","55,006,899","238,178","5,315,228","859,910","23,687,719"
2018,관악구,소계,"12,810,414","505,614,731","8,453,491","314,256,405","737,480","28,615,129","3,619,443","162,743,196"
2018,관악구,입원,"125,443","184,901,088","75,888","109,123,813","7,542","10,599,743","42,013","65,177,532"
2018,관악구,외래,"8,292,927","219,377,105","5,456,426","140,696,778","485,884","12,457,319","2,350,617","66,223,008"
2018,관악구,약국,"4,392,044","101,336,538","2,921,177","64,435,814","244,054","5,558,067","1,226,813","31,342,656"
2018,서초구,소계,"10,448,860","412,255,334","7,325,360","269,901,300","822,513","31,437,378","2,300,987","110,916,657"
2018,서초구,입원,"94,069","146,221,304","61,057","90,941,933","7,522","11,243,543","25,490","44,035,828"
2018,서초구,외래,"6,906,061","184,420,214","4,813,533","124,549,289","548,483","14,252,866","1,544,045","45,618,059"
2018,서초구,약국,"3,448,730","81,613,817","2,450,770","54,410,078","266,508","5,940,969","731,452","21,262,770"
2018,강남구,소계,"12,762,625","498,899,824","8,768,996","320,895,529","971,816","35,076,063","3,021,813","142,928,233"
2018,강남구,입원,"107,460","171,856,883","67,927","104,215,730","7,757","11,702,497","31,776","55,938,657"
2018,강남구,외래,"8,472,898","227,542,902","5,790,440","151,552,659","652,082","16,435,473","2,030,376","59,554,769"
2018,강남구,약국,"4,182,267","99,500,040","2,910,629","65,127,140","311,977","6,938,093","959,661","27,434,807"
2018,송파구,소계,"17,188,953","637,198,217","12,025,332","421,834,822","1,232,574","45,737,943","3,931,047","169,625,452"
2018,송파구,입원,"136,253","215,969,275","87,859","135,792,935","10,470","16,671,596","37,924","63,504,745"
2018,송파구,외래,"11,156,368","290,167,224","7,766,781","197,593,998","808,735","20,553,825","2,580,852","72,019,401"
2018,송파구,약국,"5,896,332","131,061,718","4,170,692","88,447,890","413,369","8,512,522","1,312,271","34,101,306"
2018,강동구,소계,"11,355,889","450,594,861","7,681,502","287,374,743","747,977","29,041,940","2,926,410","134,178,178"
2018,강동구,입원,"101,915","164,142,803","63,580","99,711,465","6,894","11,001,299","31,441","53,430,039"
2018,강동구,외래,"7,401,306","196,476,831","4,991,460","128,876,884","493,488","12,669,043","1,916,358","54,930,905"
2018,강동구,약국,"3,852,668","89,975,227","2,626,462","58,786,393","247,595","5,371,599","978,611","25,817,234"
2019,합계,합계,"265,232,164","11,388,441,754","178,445,642","7,181,375,412","15,934,211","664,277,579","70,852,311","3,542,788,763"
2019,합계,입원,"2,389,768","4,164,080,267","1,468,709","2,482,946,348","148,413","245,506,599","772,646","1,435,627,319"
2019,합계,외래,"172,741,477","4,957,057,982","115,844,308","3,238,493,295","10,509,444","293,725,551","46,387,725","1,424,839,136"
2019,합계,약국,"90,100,919","2,267,303,505","61,132,625","1,459,935,769","5,276,354","125,045,429","23,691,940","682,322,307"
2019,종로구,소계,"3,875,131","183,234,127","2,372,165","105,567,089","264,890","11,273,625","1,238,076","66,393,414"
2019,종로구,입원,"38,076","70,686,645","21,267","39,031,294","2,607","4,220,241","14,202","27,435,109"
2019,종로구,외래,"2,563,188","76,490,203","1,563,427","45,485,668","175,717","4,849,720","824,044","26,154,816"
2019,종로구,약국,"1,273,867","36,057,279","787,471","21,050,127","86,566","2,203,663","399,830","12,803,489"
2019,중구,소계,"3,583,254","166,339,647","2,259,727","96,693,522","153,730","7,045,704","1,169,797","62,600,421"
2019,중구,입원,"35,545","63,447,432","19,747","34,455,848","1,693","2,847,938","14,105","26,143,646"
2019,중구,외래,"2,348,252","70,728,294","1,476,674","43,111,123","101,643","2,932,287","769,935","24,684,884"
2019,중구,약국,"1,199,457","32,163,921","763,306","19,126,551","50,394","1,265,478","385,757","11,771,891"
2019,용산구,소계,"5,741,462","268,697,137","3,709,579","158,777,240","360,351","16,300,793","1,671,532","93,619,104"
2019,용산구,입원,"56,256","103,603,653","32,285","55,925,536","3,783","6,408,671","20,188","41,269,447"
2019,용산구,외래,"3,784,332","113,126,627","2,438,013","71,110,373","241,466","6,958,532","1,104,853","35,057,723"
2019,용산구,약국,"1,900,874","51,966,857","1,239,281","31,741,331","115,102","2,933,591","546,491","17,291,934"
2019,성동구,소계,"8,452,244","358,048,394","5,760,040","229,474,585","430,317","17,814,279","2,261,887","110,759,530"
2019,성동구,입원,"76,705","131,262,512","48,492","80,125,778","4,020","6,412,473","24,193","44,724,261"
2019,성동구,외래,"5,490,614","155,687,716","3,727,197","103,344,086","282,969","7,863,411","1,480,448","44,480,219"
2019,성동구,약국,"2,884,925","71,098,167","1,984,351","46,004,721","143,328","3,538,395","757,246","21,555,050"
2019,광진구,소계,"9,524,067","392,418,182","6,347,293","244,745,743","483,987","19,359,427","2,692,787","128,313,012"
2019,광진구,입원,"77,312","137,464,730","46,551","79,752,994","4,623","6,997,067","26,138","50,714,668"
2019,광진구,외래,"6,169,768","176,528,448","4,099,997","114,946,996","317,122","8,703,618","1,752,649","52,877,834"
2019,광진구,약국,"3,276,987","78,425,005","2,200,745","50,045,753","162,242","3,658,743","914,000","24,720,509"
2019,동대문구,소계,"9,620,716","429,013,469","6,245,857","261,473,998","502,149","22,620,729","2,872,710","144,918,742"
2019,동대문구,입원,"93,495","166,096,336","56,195","96,054,817","5,166","8,900,581","32,134","61,140,937"
2019,동대문구,외래,"6,253,302","177,801,207","4,050,128","112,464,557","332,271","9,565,862","1,870,903","55,770,789"
2019,동대문구,약국,"3,273,919","85,115,926","2,139,534","52,954,624","164,712","4,154,286","969,673","28,007,016"
2019,중랑구,소계,"11,617,040","504,732,942","7,533,286","309,483,830","516,176","23,551,955","3,567,578","171,697,156"
2019,중랑구,입원,"108,939","192,886,702","65,376","113,238,569","5,322","9,552,659","38,241","70,095,475"
2019,중랑구,외래,"7,510,123","212,001,661","4,860,532","133,846,835","339,164","9,702,459","2,310,427","68,452,366"
2019,중랑구,약국,"3,997,978","99,844,579","2,607,378","62,398,427","171,690","4,296,837","1,218,910","33,149,315"
2019,성북구,소계,"12,156,343","521,146,843","8,006,822","321,459,899","747,268","32,351,330","3,402,253","167,335,614"
2019,성북구,입원,"111,115","191,199,397","67,308","111,627,635","7,475","12,505,917","36,332","67,065,845"
2019,성북구,외래,"7,888,836","222,516,162","5,180,042","141,822,296","491,216","13,806,027","2,217,578","66,887,839"
2019,성북구,약국,"4,156,392","107,431,284","2,759,472","68,009,968","248,577","6,039,386","1,148,343","33,381,930"
2019,강북구,소계,"9,092,110","397,188,027","5,797,837","238,764,045","389,787","16,909,149","2,904,486","141,514,834"
2019,강북구,입원,"88,031","149,120,377","50,938","84,849,191","3,800","6,712,538","33,293","57,558,647"
2019,강북구,외래,"5,888,992","166,049,866","3,750,208","103,078,778","255,982","6,830,494","1,882,802","56,140,594"
2019,강북구,약국,"3,115,087","82,017,784","1,996,691","50,836,075","130,005","3,366,116","988,391","27,815,593"
2019,도봉구,소계,"9,357,284","410,868,408","6,162,655","256,417,645","559,896","24,705,874","2,634,733","129,744,889"
2019,도봉구,입원,"87,867","152,297,550","52,880","90,407,734","5,342","9,751,670","29,645","52,138,145"
2019,도봉구,외래,"6,047,867","171,849,930","3,973,825","110,510,183","366,815","10,035,191","1,707,227","51,304,556"
2019,도봉구,약국,"3,221,550","86,720,929","2,135,950","55,499,728","187,739","4,919,013","897,861","26,302,188"
2019,노원구,소계,"14,368,358","596,795,137","9,618,769","380,535,249","1,327,257","50,652,945","3,422,332","165,606,943"
2019,노원구,입원,"121,075","208,525,743","74,898","127,884,940","11,406","17,273,881","34,771","63,366,923"
2019,노원구,외래,"9,293,997","262,365,398","6,203,211","170,752,056","862,528","23,341,336","2,228,258","68,272,006"
2019,노원구,약국,"4,953,286","125,903,995","3,340,660","81,898,254","453,323","10,037,729","1,159,303","33,968,013"
2019,은평구,소계,"13,633,400","577,790,315","9,144,320","366,490,715","758,587","32,213,630","3,730,493","179,085,970"
2019,은평구,입원,"113,008","204,724,656","70,119","124,434,057","6,596","11,976,993","36,293","68,313,605"
2019,은평구,외래,"8,835,574","252,695,419","5,907,806","164,570,044","498,924","14,016,838","2,428,844","74,108,538"
2019,은평구,약국,"4,684,818","120,370,240","3,166,395","77,486,614","253,067","6,219,800","1,265,356","36,663,827"
2019,서대문구,소계,"8,531,450","373,442,413","5,749,549","237,208,320","537,749","22,832,008","2,244,152","113,402,086"
2019,서대문구,입원,"74,232","134,414,598","45,711","81,418,449","4,653","8,253,675","23,868","44,742,474"
2019,서대문구,외래,"5,550,100","161,613,160","3,728,902","105,805,289","353,770","10,038,587","1,467,428","45,769,284"
2019,서대문구,약국,"2,907,118","77,414,655","1,974,936","49,984,582","179,326","4,539,745","752,856","22,890,327"
2019,마포구,소계,"9,902,389","413,335,027","6,845,158","266,813,346","580,334","25,168,330","2,476,897","121,353,350"
2019,마포구,입원,"79,556","143,652,472","50,469","88,316,687","5,136","9,147,206","23,951","46,188,578"
2019,마포구,외래,"6,478,408","187,416,502","4,459,194","124,584,629","383,350","11,521,218","1,635,864","51,310,656"
2019,마포구,약국,"3,344,425","82,266,053","2,335,495","53,912,030","191,848","4,499,907","817,082","23,854,116"
2019,양천구,소계,"12,492,093","516,540,124","8,711,793","338,421,044","855,327","33,733,466","2,924,973","144,385,614"
2019,양천구,입원,"107,057","188,723,356","68,532","117,706,822","7,395","12,098,124","31,130","58,918,411"
2019,양천구,외래,"8,133,964","224,944,912","5,656,439","151,868,885","563,572","15,170,809","1,913,953","57,905,218"
2019,양천구,약국,"4,251,072","102,871,857","2,986,822","68,845,338","284,360","6,464,534","979,890","27,561,985"
2019,강서구,소계,"16,102,242","680,220,990","11,392,480","452,542,598","805,505","33,423,881","3,904,257","194,254,511"
2019,강서구,입원,"141,063","246,614,073","90,872","155,456,669","7,752","12,325,829","42,439","78,831,575"
2019,강서구,외래,"10,401,933","300,403,505","7,336,972","206,767,482","526,010","14,729,289","2,538,951","78,906,734"
2019,강서구,약국,"5,559,246","133,203,412","3,964,636","90,318,447","271,743","6,368,763","1,322,867","36,516,203"
2019,구로구,소계,"12,078,557","525,883,875","8,150,451","333,732,759","582,124","25,614,970","3,345,982","166,536,147"
2019,구로구,입원,"118,611","202,607,979","73,516","122,037,697","6,128","9,988,044","38,967","70,582,239"
